8TSL_INV_iddarail	4.24124e-04	5.34062e-04	6.54343e-04	7.83415e-04	9.21522e-04	1.06665e-03	1.21989e-03	1.37930e-03	1.54384e-03	1.71658e-03	1.89372e-03	2.07715e-03	2.26202e-03	2.45254e-03
8TSL_INV_acceff	6.50349e-15	6.73492e-15	6.98288e-15	7.23872e-15	7.50530e-15	7.77254e-15	8.04398e-15	8.31796e-15	8.58813e-15	8.86529e-15	9.13705e-15	9.40688e-15	9.67530e-15	9.93980e-15
8TSL_INV_acreff	1.17793e+03	1.02913e+03	9.16396e+02	8.29255e+02	7.59243e+02	7.02820e+02	6.55523e+02	6.16013e+02	5.82744e+02	5.53229e+02	5.27879e+02	5.05332e+02	4.86133e+02	4.68752e+02
8TSL_NAND2B	1.16797e+01	1.03780e+01	9.42783	8.72698	8.17669	7.75446	7.41420	7.13260	6.90692	6.72728	6.57365	6.44572	6.33649	6.25060
8TSL_NAND2B_iddq	9.20986e-08	9.83491e-08	1.04944e-07	1.11922e-07	1.19299e-07	1.27115e-07	1.35408e-07	1.44235e-07	1.53644e-07	1.63736e-07	1.74616e-07	1.86440e-07	1.99463e-07	2.14018e-07
8TSL_NAND2B_iddarail	2.39670e-04	3.04542e-04	3.75330e-04	4.50660e-04	5.31014e-04	6.15111e-04	7.02896e-04	7.93907e-04	8.87814e-04	9.84703e-04	1.08330e-03	1.18457e-03	1.28799e-03	1.39203e-03
8TSL_NAND2B_acceff	5.60326e-15	5.75049e-15	5.90119e-15	6.05390e-15	6.20581e-15	6.36268e-15	6.51701e-15	6.66455e-15	6.81598e-15	6.97555e-15	7.12373e-15	7.27431e-15	7.42192e-15	7.56867e-15
8TSL_NAND2B_acreff	2.08445e+03	1.80472e+03	1.59762e+03	1.44155e+03	1.31759e+03	1.21874e+03	1.13767e+03	1.07023e+03	1.01334e+03	9.64408e+02	9.22782e+02	8.86093e+02	8.53754e+02	8.25852e+02
8TSL_NOR2B	1.27492e+01	1.12950e+01	1.02427e+01	9.45793	8.85280	8.37817	8.00068	7.69697	7.44229	7.23746	7.06227	6.91837	6.79722	6.69649
8TSL_NOR2B_iddq	1.42764e-07	1.52039e-07	1.61809e-07	1.72112e-07	1.82998e-07	1.94494e-07	2.06679e-07	2.19608e-07	2.33358e-07	2.48046e-07	2.63800e-07	2.80831e-07	2.99427e-07	3.20011e-07
